"country","date","text"
"United Kingdom","12/11/2021","people gather all around Europe to protest anticovid measures"
"Germany","12/11/2021","people gather all around Europe to protest anticovid measures "
"France","12/11/2021","people gather all around Europe to protest anticovid measures africanews "
"France","12/11/2021"," protest ers chant no to discrimination at anticovid passport rally"
"United Kingdom","12/11/2021"," protest ers chant no to discrimination at anticovid passport rally"
"United Kingdom","12/11/2021"," protest ers marching for anticovid vaccination s for kids in stratford this evening"
"France","12/11/2021"," protests in vienna against anticovid measures afp"
"Germany","12/11/2021"," protests in vienna against anticovid measures afp "
"Ireland","12/11/2021","tens of thousands of people took to the streets of austria on saturday to protest the anti coronavirus measures imposed by the government"
"United Kingdom","12/11/2021"," and she survived both times no one is suggesting natural immunity means you'll never get Covid again cast your mind back to the beginning when told of population will recover fine it was supposed to be a novel virus then but it definitely isn't now if it ever was"
"United Kingdom","12/11/2021"," it ceases to be a novel virus which was what all the panic was about in the beginning the human body will remember it met that virus or similar be able to mount a normal immune response by the way bmj has stated natural immunity can last years Covid omicron "
"United Kingdom","12/11/2021"," spot on I have the tous anticovid app"
"United Kingdom","12/11/2021","dailymailUK I am not antivax just pro choice I have weighed up the cost benefits to myself and decided against it I had Covid in september and aside from a headache and mild fatigue I was fine"
"United Kingdom","12/11/2021","good for you do you want a blue peter badge for the hard if thinking my point is that having the jab reduces the effects of the Covid virus meaning you are less likely to end up in hospital using up nhs resources what's your point exactly"
"United Kingdom","12/11/2021","have the vaccine to save your own life it's why I still have my son who was very ill with Covid the vaccine saved his life after just one shot tell the antivaxers to do one they don't care about you they just want to spout rubbish about chips in the vaccine do your research"
"United Kingdom","12/11/2021","I love a good Covid graph and facts from the antis especially like the swedish comparison ones if you have any please send over as I have a collection going jason just take minutes look at the hartgroupo and hartleaks"
"United Kingdom","12/11/2021","I'm happy to share I am not vaccinated whatsoever I have been ridiculed for it many a time and it honestly doesn't bother me I am not an antivaxer if it we're a vaccination that stopped Covid I'd be the first to take it I have had Covid my body fought it off it wasn't nice but I am here"
"United Kingdom","12/11/2021","I'm not trying to be in any gang I'm and if it wasn't for Covid I'd be at a party right now I have been politically active since my teens mostly in the labour party but also in antiracism groups and oanisationsi support the principles I believe are right"
"United Kingdom","12/11/2021","indeed mrshasn't had these vaccines due to objective concerns she has and what do you know she's had Covid and was fine but she's probably had more vaccines than most of the people calling her antivax due to travel in se asia"
"United Kingdom","12/11/2021","It's not herd immunity it's a natural bodily reaction to a virus that's a fact you might not like it but that's your problem I'm not antivax either I'm double vaxed I just can't understand the panic of mass lockdowns or comparisons to nazi or oz Covid cs"
